Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,EMA_20,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,Price_Change,Price_Change_Next
2021-09-28 00:00:00-04:00,1739.5999755859375,1741.699951171875,1726.800048828125,1735.800048828125,15748,0.0,0.0,1781.6049926757812,1787.0779907226563,1771.7244332010853,32.593557595995904,-12.701718660870938,-7.712342050974981,-4.989376609895957,1781.6049926757812,1836.1042952887963,1727.1056900627661,-0.00811425781249997,-0.008238304197409896
2021-09-29 00:00:00-04:00,1732.4000244140625,1744.0999755859375,1721.4000244140625,1721.5,6634,0.0,0.0,1776.9299926757812,1785.289990234375,1766.941153848601,27.041724729477153,-15.06943141611805,-9.183759924003596,-5.885671492114454,1776.9299926757812,1835.2730751784177,1718.5869101731448,-0.008238304197409896,0.019634068445033348
2021-09-30 00:00:00-04:00,1725.5,1760.300048828125,1724.5,1755.300048828125,997,0.0,0.0,1774.0399963378907,1784.3379907226563,1765.8324771799844,41.03503923416642,-14.056445418514159,-10.158297022905709,-3.89814839560845,1774.0399963378907,1830.5361867842919,1717.5438058914895,0.019634068445033348,0.0009684675694106026
2021-10-01 00:00:00-04:00,1754.300048828125,1762.5999755859375,1748.5,1757.0,2220,0.0,0.0,1771.4549987792968,1783.3779907226562,1764.9912888771287,40.81846093939133,-12.96699936772302,-10.72003749186917,-2.2469618758538488,1771.4549987792968,1825.9701778332158,1716.939819725378,0.0009684675694106026,0.0052361702742600436
2021-10-04 00:00:00-04:00,1764.5,1768.9000244140625,1749.5,1766.199951171875,417,0.0,0.0,1768.2199951171874,1782.6739892578125,1765.1063995718664,39.71137623130613,-11.231773458176121,-10.822384685130562,-0.4093887730455599,1768.2199951171874,1815.0143875575443,1721.4256026768305,0.0052361702742600436,-0.003736822425772557
2021-10-05 00:00:00-04:00,1764.300048828125,1764.300048828125,1749.0,1759.5999755859375,98,0.0,0.0,1766.4049926757812,1781.8919897460937,1764.5819782398733,40.95918784841201,-10.270762339794828,-10.712060216063415,0.4412978762685871,1766.4049926757812,1811.4625770386763,1721.347408312886,-0.003736822425772557,0.0005114937636678807
2021-10-06 00:00:00-04:00,1759.300048828125,1762.9000244140625,1744.699951171875,1760.5,56,0.0,0.0,1764.8949951171876,1781.1119897460937,1764.1932184075044,52.04153266376232,-9.328990856866767,-10.435446344224086,1.1064554873573194,1764.8949951171876,1808.5259960311373,1721.2639942032379,0.0005114937636678807,-0.0014768392990273105
2021-10-07 00:00:00-04:00,1762.4000244140625,1762.4000244140625,1752.800048828125,1757.9000244140625,336,0.0,0.0,1762.9199951171875,1780.279990234375,1763.5938665986052,52.99506900977595,-8.692227880153268,-10.086802651409924,1.3945747712566554,1762.9199951171875,1803.8480329374347,1721.9919572969402,-0.0014768392990273105,-0.0009101630147998474
2021-10-08 00:00:00-04:00,1757.0,1780.0,1754.199951171875,1756.300048828125,254,0.0,0.0,1761.2549987792968,1778.7819921875,1762.899217287131,47.90236226337793,-8.221916160180172,-9.713825353163974,1.4919091929838029,1761.2549987792968,1800.278078061279,1722.2319194973145,-0.0009101630147998474,-0.0009679856487631033
2021-10-11 00:00:00-04:00,1756.5999755859375,1757.800048828125,1752.199951171875,1754.5999755859375,128,0.0,0.0,1759.3849975585938,1777.6219921875,1762.1088133155888,40.97806542187859,-7.895359644931887,-9.350132211517558,1.454772566585671,1759.3849975585938,1795.6947745409407,1723.075220576247,-0.0009679856487631033,0.002108784505683081
2021-10-12 00:00:00-04:00,1751.9000244140625,1768.0,1749.800048828125,1758.300048828125,139,0.0,0.0,1757.0650024414062,1776.4259936523438,1761.7460738405923,42.43425675702807,-7.254372376971105,-8.930980244608268,1.6766078676371627,1757.0650024414062,1786.4534501979488,1727.6765546848637,0.002108784505683081,0.020133026992374514
2021-10-13 00:00:00-04:00,1760.800048828125,1794.5,1760.800048828125,1793.699951171875,150,0.0,0.0,1757.1299987792968,1776.0979931640625,1764.7893002530955,67.96875,-3.8455796310390724,-7.91390012189443,4.068320490855357,1757.1299987792968,1786.851354888145,1727.4086426704487,0.020133026992374514,0.0016725205339054305
2021-10-14 00:00:00-04:00,1792.199951171875,1799.9000244140625,1792.0,1796.699951171875,337,0.0,0.0,1759.2349975585937,1775.8219921875,1767.8284098644078,68.2170542635659,-0.8917325550976329,-6.509466608535071,5.617734053437438,1759.2349975585937,1793.7747230025477,1724.6952721146397,0.0016725205339054305,-0.0164189908174478
2021-10-15 00:00:00-04:00,1794.5,1795.4000244140625,1766.5999755859375,1767.199951171875,874,0.0,0.0,1760.1249938964843,1775.0639916992188,1767.7685566555951,55.43614300904185,-0.9205790619230356,-5.391689099212664,4.471110037289629,1760.1249938964843,1794.5146708358207,1725.735316957148,-0.0164189908174478,-0.0013580253565299572
2021-10-18 00:00:00-04:00,1761.5999755859375,1770.0999755859375,1759.5,1764.800048828125,266,0.0,0.0,1760.2749938964844,1775.1599926757813,1767.4858416244076,59.90437819142372,-1.124133873188839,-4.5381780540079,3.4140441808190607,1760.2749938964844,1794.7215574239676,1725.8284303690011,-0.0013580253565299572,0.002776463173266297
2021-10-19 00:00:00-04:00,1777.5999755859375,1785.0,1767.5,1769.699951171875,51,0.0,0.0,1759.9599914550781,1776.0859912109374,1767.696709200357,67.59125440389485,-0.8799280953551261,-3.806528062277345,2.926599966922219,1759.9599914550781,1793.9127658753998,1726.0072170347564,0.002776463173266297,0.00813698638830096
2021-10-20 00:00:00-04:00,1774.5999755859375,1785.5999755859375,1774.0,1784.0999755859375,127,0.0,0.0,1760.3299926757813,1777.1919897460937,1769.2589250466028,62.24489478158603,0.47014878464324283,-2.951192692893228,3.4213414775364708,1760.3299926757813,1795.1997693521334,1725.4602159994292,0.00813698638830096,-0.0016254831308486484
2021-10-21 00:00:00-04:00,1782.0,1785.699951171875,1781.0,1781.199951171875,146,0.0,0.0,1762.0049926757813,1777.80798828125,1770.396165629962,60.1851813795201,1.2912025261452982,-2.1027136490855227,3.393916175230821,1762.0049926757813,1797.532464670717,1726.4775206808456,-0.0016254831308486484,0.008028323164233742
2021-10-22 00:00:00-04:00,1787.0999755859375,1806.9000244140625,1784.0,1795.5,532,0.0,0.0,1764.2949951171875,1778.73798828125,1772.7870069985372,61.82408067878635,3.0605083267037116,-1.070069253927676,4.130577580631387,1764.2949951171875,1802.3007433272194,1726.2892469071555,0.008028323164233742,0.005847953216374213
2021-10-25 00:00:00-04:00,1794.300048828125,1809.0,1794.0,1806.0,140,0.0,0.0,1767.0949951171874,1779.3539892578126,1775.9501491891526,68.1533845876113,5.249445824842724,0.19383376182640388,5.055612063016319,1767.0949951171874,1808.7432358904105,1725.4467543439644,0.005847953216374213,-0.007364368121885345
2021-10-26 00:00:00-04:00,1808.800048828125,1808.800048828125,1788.5999755859375,1792.699951171875,359,0.0,0.0,1769.939990234375,1779.4699877929688,1777.5453684256024,61.48358145018189,5.843630045644204,1.323793018589964,4.5198370270542405,1769.939990234375,1810.3421683273978,1729.5378121413523,-0.007364368121885345,0.0029006935816493495
2021-10-27 00:00:00-04:00,1791.5,1798.0999755859375,1791.5,1797.9000244140625,543,0.0,0.0,1773.759991455078,1779.72798828125,1779.48390709117,64.00559745191131,6.657385576467732,2.3905115301655178,4.266874046302214,1773.759991455078,1808.994778827297,1738.525204082859,0.0029006935816493495,0.002057929318445284
2021-10-28 00:00:00-04:00,1795.5,1807.300048828125,1795.5,1801.5999755859375,452,0.0,0.0,1776.0749877929688,1780.12798828125,1781.5901993287669,65.6314420722127,7.514228486676075,3.4152549214676293,4.098973565208445,1776.0749877929688,1812.273823829107,1739.8761517568307,0.002057929318445284,-0.01032414289408956
2021-10-29 00:00:00-04:00,1793.0999755859375,1797.0,1774.5999755859375,1783.0,583,0.0,0.0,1777.3749877929688,1780.1839892578125,1781.7244660593606,58.77627851357825,6.616153187400641,4.055434574654232,2.5607186127464097,1777.3749877929688,1812.5422283923463,1742.2077471935913,-0.01032414289408956,0.0067863015064146825
2021-11-01 00:00:00-04:00,1787.5,1795.0999755859375,1786.699951171875,1795.0999755859375,142,0.0,0.0,1778.8199890136718,1780.4659887695314,1782.9983241095108,60.81080014946815,6.802375399240873,4.60482273957156,2.197552659669313,1778.8199890136718,1814.426090005527,1743.2138880218167,0.0067863015064146825,-0.0035652746371263033
2021-11-02 00:00:00-04:00,1790.5,1795.5,1787.699951171875,1788.699951171875,213,0.0,0.0,1780.2749877929687,1780.1759887695312,1783.5413362106883,48.22946114410699,6.360212786891452,4.955900749035539,1.404312037855913,1780.2749877929687,1814.9399643220868,1745.6100112638505,-0.0035652746371263033,-0.014032524331145213
2021-11-03 00:00:00-04:00,1768.0,1768.0,1761.800048828125,1763.5999755859375,108,0.0,0.0,1780.4299865722655,1779.3359887695312,1781.6421590083312,39.865281557955775,3.93903077563823,4.752526754356078,-0.8134959787178477,1780.4299865722655,1814.7486579882175,1746.1113151563136,-0.014032524331145213,0.0166704608874213
2021-11-04 00:00:00-04:00,1776.5999755859375,1798.199951171875,1776.199951171875,1793.0,103,0.0,0.0,1782.1849853515625,1779.4319897460937,1782.7238581503948,57.904429089244495,4.3425051556853305,4.670522434621929,-0.32801727893659827,1782.1849853515625,1815.2183619823777,1749.1516087207474,0.0166704608874213,0.013050766544373982
2021-11-05 00:00:00-04:00,1794.9000244140625,1817.0999755859375,1794.9000244140625,1816.4000244140625,239,0.0,0.0,1785.1899841308593,1779.9159912109376,1785.931112080268,64.00650246161777,6.4757989376910245,5.031577735235748,1.4442212024552763,1785.1899841308593,1819.2279118036083,1751.1520564581103,0.013050766544373982,0.006055934734722435
2021-11-08 00:00:00-05:00,1817.0,1827.4000244140625,1816.9000244140625,1827.4000244140625,261,0.0,0.0,1788.8299865722656,1780.1319921875,1789.880532302534,65.1602788819832,8.950877553932514,5.815437698975102,3.1354398549574123,1788.8299865722656,1824.6194410428216,1753.0405321017097,0.006055934734722435,0.001532191485392076
2021-11-09 00:00:00-05:00,1826.0999755859375,1832.699951171875,1820.699951171875,1830.199951171875,170,0.0,0.0,1792.424981689453,1780.5559912109375,1793.720476956757,62.89870080899727,11.011393390027706,6.854628837185623,4.156764552842083,1792.424981689453,1829.715084985339,1755.134878393567,0.001532191485392076,0.009507171280887183
2021-11-10 00:00:00-05:00,1825.800048828125,1865.0,1824.9000244140625,1847.5999755859375,795,0.0,0.0,1795.1199829101563,1781.2079907226562,1798.8518577785837,67.18426481413033,13.888307820112686,8.261364633771036,5.62694318634165,1795.1199829101563,1839.8472613895879,1750.3927044307247,0.009507171280887183,0.008443372911925984
2021-11-11 00:00:00-05:00,1853.9000244140625,1866.5,1853.9000244140625,1863.199951171875,292,0.0,0.0,1798.4449829101563,1782.209990234375,1804.9802476255638,67.40358641950515,17.228471789910827,10.054786064998995,7.173685724911833,1798.4449829101563,1852.5672385126786,1744.322727307634,0.008443372911925984,0.002522581239459143
2021-11-12 00:00:00-05:00,1860.800048828125,1867.9000244140625,1847.5999755859375,1867.9000244140625,210,0.0,0.0,1803.4799865722657,1783.3939916992188,1810.9726073197066,66.4016959163065,20.02400812984297,12.04863047796779,7.975377651875178,1803.4799865722657,1863.7504535725986,1743.2095195719328,0.002522581239459143,-0.0009636751456704173
2021-11-15 00:00:00-05:00,1864.5,1866.9000244140625,1864.5,1866.0999755859375,87,0.0,0.0,1808.5449829101562,1784.0979907226563,1816.2228328688714,70.71105927640991,21.84245569045379,14.007395520464991,7.8350601699887985,1808.5449829101562,1872.0671387568518,1745.0228270634607,-0.0009636751456704173,-0.006698462120752757
2021-11-16 00:00:00-05:00,1853.5999755859375,1853.5999755859375,1853.5999755859375,1853.5999755859375,1,0.0,0.0,1812.7399841308593,1785.2519897460938,1819.7825607466873,65.0948377159553,22.02109744659674,15.610135905691342,6.410961540905399,1812.7399841308593,1876.5416678500035,1748.938300411715,-0.006698462120752757,0.008685787547471291
2021-11-17 00:00:00-05:00,1862.5999755859375,1869.699951171875,1862.5999755859375,1869.699951171875,2,0.0,0.0,1817.0199829101562,1786.8319897460938,1824.5365979300384,67.29303380956662,23.194434795768075,17.12699568370669,6.067439112061386,1817.0199829101562,1884.1309365701547,1749.9090292501576,0.008685787547471291,-0.004653126918264139
2021-11-18 00:00:00-05:00,1861.0,1861.0,1861.0,1861.0,9,0.0,0.0,1821.0099853515626,1788.1039892578126,1828.0093028890824,70.85561497326204,23.15537895253874,18.3326723374731,4.822706615065641,1821.0099853515626,1888.640864814356,1753.3791058887691,-0.004653126918264139,-0.005266012266590514
2021-11-19 00:00:00-05:00,1851.199951171875,1851.199951171875,1851.199951171875,1851.199951171875,21,0.0,0.0,1823.7949829101562,1789.3359887695312,1830.217936058872,65.18677675681714,22.07913040585595,19.08196395114967,2.997166454706278,1823.7949829101562,1891.5899458900956,1756.000019930217,-0.005266012266590514,-0.024416568908864678
2021-11-22 00:00:00-05:00,1841.5999755859375,1841.5999755859375,1805.699951171875,1806.0,14,0.0,0.0,1823.7949829101562,1789.6159887695312,1827.911465958027,53.87025700852909,17.378607600232954,18.74129268096633,-1.3626850807333746,1823.7949829101562,1891.5899458900956,1756.000019930217,-0.024416568908864678,-0.012458471760797396
2021-11-23 00:00:00-05:00,1795.5,1795.5,1783.5,1783.5,264,0.0,0.0,1823.3349853515624,1789.1919897460937,1823.681802533453,54.50430561672579,11.70294320722087,17.333622786217237,-5.630679578996368,1823.3349853515624,1892.1356868010785,1754.5342839020464,-0.012458471760797396,0.0003364034684258943
2021-11-24 00:00:00-05:00,1793.0,1793.0,1781.4000244140625,1784.0999755859375,188,0.0,0.0,1822.6449829101562,1789.0259887695313,1819.9121047289277,47.6834915291072,7.170692026306369,15.301036634235064,-8.130344607928695,1822.6449829101562,1892.7835302451865,1752.5064355751258,0.0003364034684258943,0.000672649099607403
2021-11-26 00:00:00-05:00,1791.0999755859375,1791.4000244140625,1785.300048828125,1785.300048828125,186800,0.0,0.0,1821.8299865722656,1789.639990234375,1816.6157184526608,40.847565886705254,3.6337980317894107,12.967588913745935,-9.333790881956524,1821.8299865722656,1893.3631110943302,1750.296862050201,0.000672649099607403,-0.0016803898044864818
2021-11-29 00:00:00-05:00,1791.699951171875,1798.9000244140625,1779.0999755859375,1782.300048828125,26926,0.0,0.0,1821.794989013672,1790.2979907226563,1813.3475594408003,36.07165880636514,0.5820001952670282,10.490471170050155,-9.908470974783127,1821.794989013672,1893.4087427173095,1750.1812353100345,-0.0016803898044864818,-0.004881374069370614
2021-11-30 00:00:00-05:00,1783.9000244140625,1808.0999755859375,1768.699951171875,1773.5999755859375,4903,0.0,0.0,1820.719989013672,1790.5339892578124,1809.5620752641466,33.134708599255504,-2.509664923268474,7.8904439513864295,-10.400108874654904,1820.719989013672,1894.6296625421187,1746.8103154852251,-0.004881374069370614,0.004510599971877527
2021-12-01 00:00:00-05:00,1774.800048828125,1790.5,1772.300048828125,1781.5999755859375,1128,0.0,0.0,1820.364990234375,1790.6459887695312,1806.8990181519362,29.166685932796668,-4.265132866015392,5.459328587906065,-9.724461453921457,1820.364990234375,1894.9870010829704,1745.7429793857796,0.004510599971877527,-0.011731042153381721
2021-12-02 00:00:00-05:00,1780.9000244140625,1780.9000244140625,1760.5999755859375,1760.699951171875,1557,0.0,0.0,1820.219989013672,1790.3259887695312,1802.499107010978,18.692767957811597,-7.25913239987608,2.9156363903496363,-10.174768790225716,1820.219989013672,1895.316195212443,1745.1237828149008,-0.011731042153381721,0.01209748930472121
2021-12-03 00:00:00-05:00,1767.5,1785.0999755859375,1766.5,1782.0,694,0.0,0.0,1819.669989013672,1791.0119897460938,1800.5468111051705,26.178607045677808,-7.822984180573258,0.7679122761650575,-8.590896456738315,1819.669989013672,1895.7601441818124,1743.5798338455315,0.01209748930472121,-0.002525252525252486
2021-12-06 00:00:00-05:00,1780.199951171875,1783.0,1777.199951171875,1777.5,381,0.0,0.0,1817.7249877929687,1791.5679907226563,1798.3518767142018,25.792372545004227,-8.53457193832105,-1.0925845667321643,-7.441987371588887,1817.7249877929687,1896.1208595279152,1739.3291160580222,-0.002525252525252486,0.002869184577179995
2021-12-07 00:00:00-05:00,1779.5,1786.0999755859375,1772.300048828125,1782.5999755859375,308,0.0,0.0,1815.4849853515625,1792.219990234375,1796.8516956543672,29.783610331758567,-8.587987975987971,-2.591665248583326,-5.996322727404646,1815.4849853515625,1895.264805091585,1735.70516561154,0.002869184577179995,0.00044881007465624734
2021-12-08 00:00:00-05:00,1789.9000244140625,1789.9000244140625,1779.0,1783.4000244140625,1383,0.0,0.0,1813.1449890136719,1793.1719897460937,1795.5705841076715,23.081773314985995,-8.4681477801671,-3.766961754900081,-4.70118602526702,1813.1449890136719,1893.8475567956282,1732.4424212317156,0.00044881007465624734,-0.004934422287571905
2021-12-09 00:00:00-05:00,1783.5,1783.5,1771.800048828125,1774.5999755859375,455,0.0,0.0,1809.4949890136718,1794.2339892578125,1793.5733832960777,23.06736915324896,-8.979750977363892,-4.809519599392844,-4.1702313779710485,1809.4949890136718,1890.2394437123726,1728.750534314971,-0.004934422287571905,0.004677137914072427
2021-12-10 00:00:00-05:00,1773.800048828125,1785.4000244140625,1769.0999755859375,1782.9000244140625,545,0.0,0.0,1805.4799926757812,1794.7859887695313,1792.556872926362,28.508555278398973,-8.616134191415767,-5.570842517797429,-3.0452916736183386,1805.4799926757812,1882.8976342822755,1728.062351069287,0.004677137914072427,0.0019070191079164633
2021-12-13 00:00:00-05:00,1784.4000244140625,1787.0999755859375,1783.800048828125,1786.300048828125,206,0.0,0.0,1801.3999938964844,1795.3719897460937,1791.9609849170063,41.58843139585066,-7.961832662939514,-6.049040546825846,-1.9127921161136685,1801.3999938964844,1873.3762552383728,1729.423732554596,0.0019070191079164633,-0.008901093869696508
2021-12-14 00:00:00-05:00,1787.0,1787.0,1769.0,1770.4000244140625,322,0.0,0.0,1796.6149963378907,1795.4559912109376,1789.907560107202,44.07242888185069,-8.626848140463835,-6.564602065553444,-2.062246074910391,1796.6149963378907,1862.9867593243496,1730.2432333514319,-0.008901093869696508,-0.004405811523136682
2021-12-15 00:00:00-05:00,1767.4000244140625,1778.699951171875,1753.9000244140625,1762.5999755859375,283,0.0,0.0,1792.0649963378905,1795.5159912109375,1787.3068377718434,40.86664412643823,-9.671786120363777,-7.186038876515511,-2.485747243848266,1792.0649963378905,1854.3384774827587,1729.7915151930224,-0.004405811523136682,0.01928968595877656
2021-12-16 00:00:00-05:00,1781.0,1798.0999755859375,1781.0,1796.5999755859375,21,0.0,0.0,1788.4099975585937,1796.2379907226561,1788.1918985160428,53.75411935608675,-7.667999225751146,-7.282430946362639,-0.38556827938850713,1788.4099975585937,1838.9786276498362,1737.8413674673511,0.01928968595877656,0.004007610675737183
2021-12-17 00:00:00-05:00,1804.0,1812.9000244140625,1803.800048828125,1803.800048828125,654,0.0,0.0,1785.55,1797.1559912109376,1789.6783890219554,56.94891367988473,-5.436331294974252,-6.913211016084961,1.4768797211107092,1785.55,1823.8028668678105,1747.2971331321894,0.004007610675737183,-0.005599344374567328
2021-12-20 00:00:00-05:00,1796.800048828125,1799.800048828125,1792.0,1793.699951171875,226,0.0,0.0,1782.675,1797.9039892578126,1790.0613949409953,56.438153701784906,-4.431626817001188,-6.416894176268207,1.9852673592670191,1782.675,1805.8074869637805,1759.5425130362194,-0.005599344374567328,-0.0032334988658628827
2021-12-21 00:00:00-05:00,1791.4000244140625,1796.5,1787.9000244140625,1787.9000244140625,575,0.0,0.0,1781.770001220703,1798.569990234375,1789.8555501289065,52.046794294199024,-4.056634539246716,-5.944842248863909,1.8882077096171939,1781.770001220703,1802.333876427288,1761.2061260141181,-0.0032334988658628827,0.007662593536998719
2021-12-22 00:00:00-05:00,1786.0,1805.199951171875,1785.5,1801.5999755859375,567,0.0,0.0,1782.675,1799.4359887695311,1790.9740668391,63.939991795428234,-2.6237341194405417,-5.280620622979236,2.6568865035386944,1782.675,1805.0709634916693,1760.2790365083306,0.007662593536998719,0.005328583323728875
2021-12-23 00:00:00-05:00,1806.0,1811.199951171875,1800.800048828125,1811.199951171875,193,0.0,0.0,1784.0299987792969,1799.7859887695313,1792.9003415374596,60.81477717235031,-0.7053812182134607,-4.365572742026081,3.66019152381262,1784.0299987792969,1809.8121752360348,1758.247822322559,0.005328583323728875,-0.0017115590048087936
2021-12-27 00:00:00-05:00,1810.0,1812.0999755859375,1807.0,1808.0999755859375,150,0.0,0.0,1785.1699951171875,1800.0139892578125,1794.3479257325528,61.45206783662706,0.5583488567269796,-3.3807884222754687,3.9391372790024484,1785.1699951171875,1813.1142323796466,1757.2257578547283,-0.0017115590048087936,0.0011614266989063982
2021-12-28 00:00:00-05:00,1812.0,1818.0,1805.5,1810.199951171875,146,0.0,0.0,1786.564990234375,1800.8739892578126,1795.8576424410596,60.56658849568689,1.7096072373194602,-2.362709290356483,4.072316527675943,1786.564990234375,1816.6124045647325,1756.5175759040176,0.0011614266989063982,-0.0028173548356554834
2021-12-29 00:00:00-05:00,1803.199951171875,1805.0999755859375,1791.4000244140625,1805.0999755859375,623,0.0,0.0,1788.139990234375,1801.6799877929689,1796.7378646453337,58.04296797942634,2.185271936200934,-1.4531130450449998,3.6383849812459337,1788.139990234375,1818.6250697250107,1757.6549107437395,-0.0028173548356554834,0.004210279590453503
2021-12-30 00:00:00-05:00,1801.699951171875,1816.0,1796.0,1812.699951171875,306,0.0,0.0,1789.6949890136718,1802.5399877929688,1798.2580633621471,64.24830019237248,3.139306183647932,-0.5346291993064135,3.6739353829543453,1789.6949890136718,1821.8996791115987,1757.490298915745,0.004210279590453503,0.008164643474810607
2021-12-31 00:00:00-05:00,1825.0999755859375,1827.800048828125,1821.4000244140625,1827.5,80,0.0,0.0,1793.0349914550782,1803.40798828125,1801.0430097086094,65.90583177117662,5.031624019832407,0.5786214445213506,4.453002575311056,1793.0349914550782,1826.4126364021124,1759.657346508044,0.008164643474810607,-0.015376183631156004
2022-01-03 00:00:00-05:00,1830.0999755859375,1830.0999755859375,1798.800048828125,1799.4000244140625,116,0.0,0.0,1793.9049926757812,1803.7719897460938,1800.8865349186526,53.97209631486881,4.215275280417018,1.305952211700484,2.9093230687165335,1793.9049926757812,1826.9772379361632,1760.8327474153991,-0.015376183631156004,0.008113802038371976
2022-01-04 00:00:00-05:00,1800.5,1815.300048828125,1800.0,1814.0,38,0.0,0.0,1795.7299926757812,1804.1419897460937,1802.1354363549715,63.32517790109169,4.692318904192916,1.9832255501989706,2.7090933539939455,1795.7299926757812,1829.0181973698784,1762.441787981684,0.008113802038371976,0.0058434264531077584
2022-01-05 00:00:00-05:00,1813.0999755859375,1824.5999755859375,1813.0999755859375,1824.5999755859375,8,0.0,0.0,1797.8299926757813,1804.5139892578125,1804.2749162817302,68.62981862571048,5.8581794094004636,2.7582163220392695,3.099963087361194,1797.8299926757813,1832.8829609570153,1762.7770243945474,0.0058434264531077584,-0.01967555896877282
2022-01-06 00:00:00-05:00,1787.0999755859375,1791.300048828125,1787.0999755859375,1788.699951171875,30,0.0,0.0,1798.094989013672,1804.4339892578125,1802.7915862712678,47.65299231964883,3.8410233914537457,2.974777735922165,0.8662456555315807,1798.094989013672,1832.7666959470191,1763.4232820803247,-0.01967555896877282,0.004640268940963033
2022-01-07 00:00:00-05:00,1791.800048828125,1797.0,1784.4000244140625,1797.0,17,0.0,0.0,1799.214990234375,1804.4159887695312,1802.2400066263851,47.99290060559592,2.878970310787963,2.955616250895325,-0.07664594010736181,1799.214990234375,1832.0917930729938,1766.338187395756,0.004640268940963033,0.0007790898241861743
2022-01-10 00:00:00-05:00,1794.9000244140625,1798.699951171875,1790.4000244140625,1798.4000244140625,534,0.0,0.0,1799.989990234375,1804.3519897460938,1801.8742940347354,51.46237655275198,2.20409910043918,2.805312820804096,-0.6012137203649162,1799.989990234375,1831.9658803056707,1768.0141001630793,0.0007790898241861743,0.011232179102341977
2022-01-11 00:00:00-05:00,1803.9000244140625,1822.5,1803.0,1818.5999755859375,743,0.0,0.0,1801.6049865722657,1805.0639892578124,1803.4672160872308,58.7664125798756,3.2616280279742114,2.8965758622381195,0.3650521657360919,1801.6049865722657,1833.9303917301315,1769.2795814144,0.011232179102341977,0.004728898988996644
